docid,actualdate,inferreddate,firstpub,recept,recordid,OCLC,author,imprint,enumcron,title,pubrev,judge,impaud,yrrev,pubname,birth,gender,nationality,othername,notes,canon
uc2.ark+=13960=t7jq10136,1831,1831,1831,reviewed,6635813,5971608,Jones[COMMA] John[COMMA],London;J. Murray;1831.,,Attempts in verse,rev,,,1831,ER,1774,m,uk,,,
uc1.b119795,1831,1831,1831,reviewed,1693844,3573833,Landor[COMMA] Walter Savage[COMMA],London;E. Moxon;1831.,,Gebir[COMMA] Count Julian[COMMA] and other poems,rev,,,1837,QR,1775,m,uk,,,
mdp.39015039355337,1831,1831,1831,reviewed,240850,7914699,Lytton[COMMA] Edward Bulwer Lytton[COMMA],London;H. Colburn and R. Bentley;1831.,,The Siamese twins,rev,neg,,1831,ER,1803,m,uk,,,
nyp.33433074907209,1831,1831,1831,random,448339,,Hawley[COMMA] W. F.,Montreal;J.A. Hoisington[COMMA] & co.;1831.,,The unknown;,,,,,,1804,m,ca,,,
nyp.33433076034895,1831,1831,1831,random,8656477,,Hill[COMMA] George[COMMA],Washington;Thompson and Homans;1831.,,The ruins of Athens,,,,,,1796,m,us,,,
njp.32101068972833,1831,1831,1831,random,8975916,,Law[COMMA] James Sylvius.,Dublin;R. Grace;1831.,,The wrongs of Ireland historically reviewed[COMMA] from the invasion to the present time,,,,,,,m,ir,,,
njp.32101026750396,1833,1833,1830,reviewed,8887364,13343805,Northampton[COMMA] Margaret Clephane Compton[COMMA],London;Printed by Mills[COMMA] Jowett[COMMA] and Mills;1833.,,Irene,rev,,,1840,QR,1795,f,uk,,,
uc1.b165945,1830,1830,1830,reviewed,6641479,10346764,Montgomery[COMMA] Robert[COMMA],London;Printed for Samuel Maunder;1830.,,Satan[COMMA] a poem,rev,neg,pop,1830,ER,1807,m,uk,,,
hvd.hwkq92,1830,1830,1830,reviewed,2104564,1955677,Norton[COMMA] Caroline Sheridan[COMMA],London;H. Colburn and R. Bentley;1830.,,The undying one[COMMA] and other poems,rev,neg,,1831,ER,1808,f,uk,,,
uc1.b3311873,1830,1830,1830,random,286656,,Croly[COMMA] George[COMMA],London;H. Colburn & R. Bentley;1830.,v. 2,The poetical works of the Rev. George Croly,,,,,,1780,m,ir,,,
uc2.ark+=13960=t6057k293,1830,1830,1830,random,7692514,,,York;Bellerby;1830.,,Sketches of bandit life;,,,,,,,,uk,,,
uc1.b274870,1829,1829,1829,reviewed,6518294,1536094,Davidson[COMMA] Lucretia Maria[COMMA],New York;G. & C. & H. Carvill;1829.,,Amir Khan[COMMA] and other poems,rev,pos,,1829,QR,1808,f,us,,,
nyp.33433074906813,1830,1830,1829,random,8663319,,Heber[COMMA] Reginald[COMMA],Hingham [Mass.;C. and E.B. Gill;1830.,,Poems,,,,,,1783,m,uk,,,
njp.32101063883340,1829,1829,1829,reviewed,2104563,2418783,Norton[COMMA] Caroline Sheridan[COMMA],London;J. Ebers and co.;1829.,,The sorrows of Rosalie,rev,pos,,1841,GrM,1808,f,uk,,, 
hvd.hwpnml,1828-1830,1828,1828,reviewed,9718232,38018936,Atherstone[COMMA] Edwin[COMMA],London;Baldwin and Gradock;1828-30.,1,The fall of Nineveh;,rev,,,1828,ER,1788,m,uk,,,
hvd.hwpnme,1828-1830,1828,1828,reviewed,9718232,38018936,Atherstone[COMMA] Edwin[COMMA],London;Baldwin and Gradock;1828-30.,2,The fall of Nineveh;,rev,,,1828,ER,1788,m,uk,,,
nnc1.1002356465,1828,1828,1828,random,7693486,,Vedder[COMMA] David[COMMA],Edinburgh;Blackwood;1828.,,The Covenanters[APOSTROPHE] communion[COMMA] and other poems,,,,,,1790,m,uk,,,
mdp.39015022679362,1828,1828,1828,reviewed,260414,4660101,Hemans[COMMA],Edinburgh;Blackwood;1828.,,Records of woman,rev,pos,,1829,ER,1793,f,uk,,,y
mdp.39015070462083,1828,1828,1828,random,115014,,Bird[COMMA] James[COMMA],London;Printed for Baldwin and Cradock.;1828.,,Dunwich;,,,,,,1788,m,uk,,,
uc2.ark+=13960=t1sf2qq5z,1828,1828,1828,reviewed,7694559,9177548,Montgomery[COMMA] Robert[COMMA],London;S. Maunder;1828.,,The omnipresence of the Deity,rev,neg,pop,1830,ER,1807,m,uk,,,
uc2.ark+=13960=t1hh6hw20,1828,1828,1828,reviewed,7692431,6039369,Sharp[COMMA] Richard[COMMA],London;John Murray;1828.,,Epistles in verse,rev,pos,,1828,QR,1759,m,uk,,,
loc.ark+=13960=t0pr8c51w,1828,1828,1828,random,8655932,,Jones[COMMA] Elizabeth C.,Providence;Smith & Parmenter[COMMA] Printers;1828.,,Fugitive poems,,,,,,,f,us,,,
uc2.ark+=13960=t7dr2r59g,1828,1828,1828,random,9261237,,Watts[COMMA] Susanna[COMMA],London;Hurst[COMMA] Chance[COMMA] & Co.;Leicester;A. Cockshaw;1828.,,The insects in council,,,,,,1766,f,uk,,,
njp.32101064787359,1828,1828,1828,reviewed,7685558,12966956,Barton[COMMA] Bernard[COMMA],London;John Hatchard and Son;1828.,,A New Year[APOSTROPHE]s Eve and Other Poems,rev,,,1845,WR,1784,m,uk,,,
mdp.39015063942752,1827,1827,1827,random,590105,,Kennedy[COMMA] William[COMMA],Edinburgh;Published by Oliver & Boyd;1827.,,Fitful fancies,,,,,,1799,m,uk,,,
uc2.ark+=13960=t24b32t74,1827,1827,1827,reviewed,1018112,7405151,Hood[COMMA] Thomas[COMMA],London;Longman[COMMA] Rees[COMMA] Orme[COMMA] Brown and Green;1827.,,The plea of the midsummer fairies,rev,pos,,1846,GrM,1799,m,uk,,, 
uc2.ark+=13960=t52f7kv9h,1833,1833,1825,reviewed,7653914,16618270,Brooks[COMMA] Maria Gowen[COMMA],London;Kennett;1833.,,ZÃ_phiÃ«l; or[COMMA] The bride of seven,rev,pos,,1840,QR,1794,f,us,,,
uc1.b173242,1825,1825,1825,reviewed,2801035,2564380,Hemans[COMMA],London;J. Murray;1825.,,The forest sanctuary,rev,pos,,1829,ER,1793,f,uk,,,y
uc2.ark+=13960=t1hh6hq8n,1829,1829,1825,random,7688937,,Hervey[COMMA] Thomas Kibble[COMMA],London;Bull;1829.,,The poetical sketch-book,,,,,,1799,m,uk,,,
nyp.33433076033103,1834,1834,1825,random,8655654,,Brooks[COMMA] Maria Gowen[COMMA],Boston;Hilliard[COMMA] Gray[COMMA] and Co.;1834.,,ZÃ_phiÃ«l;,,,,,,1794,f,us,,,
loc.ark+=13960=t52f8bw22,1827,1827,1825,reviewed,782632,5276369,Southey[COMMA] Robert[COMMA],Boston;S. G. Goodrich;1827.,,A tale of Paraguay,rev,,,1825,QR,1774,m,uk,,,
uc2.ark+=13960=t09w0f810,1825,1825,1825,random,7687139,,Cursham[COMMA] Mary Anne.,London;Longman;1825.,,Martin Luther,,,,,,,f,uk,,,
nyp.33433075805881,1875,1875,1824,random,6561241,,Doane[COMMA] George Washington[COMMA],Albany;J. Munsell;1875.,,Songs by the way;,,,,,,1799,m,us,,,
uc2.ark+=13960=t0ks6pb4z,1851,1851,1824,random,7686724,,Deacon[COMMA] William Frederick[COMMA],Boston;Ticknor[COMMA] Reed[COMMA] and Fields;1851.,,Warreniana,,,,,,1799,m,uk,,,
uc1.b158363,1824,1824,1824,reviewed,6636117,3863214,Campbell[COMMA] Thomas[COMMA],London;Published for Longman[COMMA] Hurst[COMMA] Rees[COMMA] Orme[COMMA] Brown[COMMA] and Green by S. and R. Bentley;1824.,,Theodric,rev,pos,elite,1825,ER,1777,m,uk,,,
uc2.ark+=13960=t55d8t71f,1824,1824,1824,reviewed,7686929,13305239,Conder[COMMA] Josiah[COMMA],London;Taylor;1824.,,Star in the East;,rev,,,1825,QR,1789,m,uk,,,
hvd.32044020453569,1824,1824,1824,random,9726020,,Pickering[COMMA] Henry[COMMA],Salem;Cushing and Appleton;1824;(John D. Cushing),,Athens,,,,,,1781,m,us,,,
hvd.hn8n81,1824,1824,1823,random,9725932,,Percival[COMMA] James Gates[COMMA],London;J. Miller;1824.,,Poems,,,,,,1795,m,us,,,
uc2.ark+=13960=t6c24sg58,1823,1823,1823,reviewed,7668116,4725282,Moore[COMMA] Thomas[COMMA],London;Longman[COMMA] Hurst[COMMA] Rees[COMMA] Orme[COMMA] and Brown;1823.,,The loves of the angels,rev,pos,,1823,ER,1779,m,uk,,,
mdp.39015025920235,1830,1830,1823,reviewed,209063,3688601,Rogers[COMMA] Samuel[COMMA],London;T. Cadell;1830.,,Italy[COMMA] a poem,rev,pos,,1828,QR,1763,m,uk,,,
uc2.ark+=13960=t7zk5876h,1823,1823,1823,random,1693790,,Bancroft[COMMA] George[COMMA],Cambridge [Mass.;The University press;1823.,,Poems,,,,,,1800,m,us,,,
uc2.ark+=13960=t05x2b429,1821,1821,1821,random,7688176,,Garrington[COMMA] Eliza.,London;F. Westley;1821.,,Spiritual recreations in the chamber of affliction,,,,,,,f,uk,,,
uc1.b167489,1820,1820,1820,reviewed,2439886,12979284,Barton[COMMA] Bernard[COMMA],London;Printed for Harvey and Darton;1820.,,Poems,rev,,pop,1820,ER,1784,m,uk,,,
uc2.ark+=13960=t9f47jv43,1820,1820,1820,reviewed,7655887,1561947,Clare[COMMA] John[COMMA],London;Printed for Taylor and Hessey [etc.;1820.,,Poems descriptive of rural life and scenery,rev,pos,,1820,QR,1793,m,uk,,,y
nnc1.0043351883,1820,1820,1820,reviewed,8400096,79367578,Cornwall[COMMA] Barry[COMMA],London;C. and J. Ollier;1820.,,A Sicilian story,rev,,,1820,ER,1787,m,uk,,,
nyp.33433076014723,1834,1834,1820,random,325959,,Sands[COMMA] Robert Charles[COMMA],New York;Harper & brothers;1834.,v. 1[COMMA] Copy 2,The writings of Robert C. Sands,,,,,,1799,m,us,,,
njp.32101065604579,1820,1820,1820,random,9245515,,Woodcock[COMMA] Henry[COMMA],London;Printed by Thomas Davison;1820.,,Laura,,,,,,,f,uk,,,
hvd.hxgf8x,1820,1820,1820,random,9709550,,Watson[COMMA] James[COMMA],Manchester;1820.,,The spirit of the doctor,,,,,,1775,m,uk,,,
uc2.ark+=13960=t8gf0rg1p,1820,1820,1820,random,7688436,,Grimstone[COMMA] Mary Leman.,London;Whittaker;1820.,,Zayda[COMMA] a Spanish tale[COMMA] in three cantos[COMMA] and other poems[COMMA] stanzas[COMMA] and canzonets,,,,,,,f,uk,,,
uc1.l0071844237,1840,1820,1820,reviewed,10883054,12632194,Hemans[COMMA],Edinburgh;William Blackwood & Sons ; London : Thomas Cadell;1840.,,The sceptic ;,rev,pos,,1820,QR,1793,f,uk,,,y
wu.89089198006,1820,1820,1820,reviewed,9183028,54141878,Keats[COMMA] John[COMMA],London;Printed for Taylor and Hessey[COMMA] Fleet-street.;1820;([New York;Payson & Clarke;1927]),,Lamia[COMMA] Isabella[COMMA] the eve of Saint Agnes[COMMA] and other poems,rev,neg,,1820,ER,1795,m,uk,,,y
uc2.ark+=13960=t16m3685r,1820,1820,1820,random,7690666,,Milman[COMMA] Henry Hart[COMMA],London;J. Murray;1820.,,The fall of Jerusalem,,,,,,1791,m,uk,,,
uc2.ark+=13960=t3pv6fg49,1820,1820,1820,random,7689603,,Johnstone[COMMA] John[COMMA],Dumfries;1820.,,Poems on various subjects;,,,,,,1761,m,us,,,
hvd.hwnzqz,1821,1821,1819,reviewed,9718286,1331542,Byron[COMMA] George Gordon Byron[COMMA],Philadelphia;M. Carey and sons;1821.,,The prophecy of Dante,rev,,,1821,ER,1788,m,uk,,,y
uc2.ark+=13960=t57d2tm7m,1819,1819,1819,reviewed,6645927,4523260,Hemans[COMMA],London;J. Murray;1819.,,Tales and historic scenes in verse,rev,,,1820,QR,1793,f,uk,,,y
uc1.b166368,1819,1819,1819,reviewed,6641771,13404068,Leigh[COMMA] Chandos[COMMA],Warwick;Sharpe;1819.,,The view,rev,pos,,1821,ER,1791,m,uk,,,
nnc1.1002223996,1819,1819,1819,random,8404969,,Scott[COMMA] Moses Y.,New York;Pub. by Elam Bliss[COMMA] J. Seymour[COMMA] Printer;1819.,,The deaf and dumb;,,,,,,,m,us,,,
uc2.ark+=13960=t39z93k29,1819,1819,1819,random,7693934,,Woodley[COMMA] George[COMMA],London;Longman;1819.,,Cornubia,,,,,,1786,m,uk,,,
uc2.ark+=13960=t00z73601,1816,1816,1816,reviewed,6645920,8523986,Hemans[COMMA],Oxford;Printed by W. Baxter;1816.,,The restoration of the works of art to Italy,rev,,,1820,QR,1793,f,uk,,,y
uc2.ark+=13960=t8cf9nt5b,1816,1816,1816,random,7690894,,Montgomery[COMMA] James[COMMA],London;Printed for Longman[COMMA] Hurst[COMMA] Rees[COMMA] Orme[COMMA] and Brown;1816.,,Verses to the memory of the late Richard Reynolds[COMMA] of Bristol,,,,,,1771,m,uk,,,
hvd.32044010164861,1828,1828,1814,random,9720539,,Nicholson[COMMA] William[COMMA],Edinburgh;Oliver & Boyd;1828,,[Tales in verse,,,,,,1783,m,uk,,,
uc2.ark+=13960=t4pk0b904,1818,1818,1818,random,,,Briggs[COMMA] John[COMMA],Ulverston;1818.,,,,,,,,,m,uk,,,
nyp.33433074800222,1858,1858,1858,random,8657023,,Willie[COMMA],Philadelphia;W.S. Young[COMMA] printer;1858.,,College poems,,,,,,,m,us,,,
nyp.33433076035140,1870,1870,1845,reviewed,,,Poe[COMMA] Edgar Allan[COMMA],New York;G. Routledge & Sons Ltd.;187-?,,Poetical Works of Edgar Allen Poe,rev,,,1859,ATL,1809,m,us,,,y
